context,question,answer
"Dear Perce, Just a line to let you know I have not forgotten all about you.  How are you getting on at school this year? I suppose you have started football by this time.  The weather here is just the thing for football, but it so hard to play on account of the ground being sandy.  We have had two matches and have won one of them.  I got a tooth broken in the first and a tooth through my lip the second",What is this about?,"Dear Perce, Just a line to let you know I have not forgotten all about you"
"Tuesday Jan.  22, 1918 Weather: cold, chill, snowing Health: good Up at 6:00.  Reveille under arms.  Breakfast, toast, butter, oatmeal, apple sauce, coffee.  Take post No",What is this about?,Tuesday Jan
"Dear F.  & M. , - It's about time our next mail came in - but I haven't answered most of my last correspondents - it's so hard trying to write letters when we've no news - and on a/c of our diph.  isolation we cannot travel about - or get any news.  I will tell you about this island now",What is this about?,Dear F
"24. 6. 1917. My dear mother,I have now returned to my abode inPalestine & left the gay city behind and it may surpriseyou to learn that I travelled back in a novel way,to wit, by aeroplane.  I chanced to meet a pilotin the Flying Corps whom I knew, & he hadbrought a machine to Cairo & was returningwith another on the very day that my leavewas up, & having the vacant ""observers"" seathe offered to take me & of course I riskedthe opportunity as I had been anxious forsome time past to have a fly & in additionit would save so much time & dreary traintravelling",What is this about?,24
"Sun.  Jan.  20, 1918 Weather: clear, cold Health: good, feet hurt a bit AT HOME Up at 7:00.  I receive a kiss in bed from Rachel who is going to Pleasantdale.  My bed is warm and my wife is interesting so we talk until we doze off again",What is this about?,Sun
"Anzac Mtd Division12.  2.  1917Dear General Birdwood. I have just received your letter of the24th of January enclosing a copy of youroriginal letter dated 14th December congratulatingme on being awarded the Serbian Order. I did not receive your first letter, whichmust have been lost at sea",What is this about?,Anzac Mtd Division12
Our new position is on the highest point of 7Anzac position - & Jacko reminds us of thisrather too often.  Their shrapnel is by nomeans any less - but far more plentiful - butmanage to dodge it somehow. Your letters are astray somewhere.  I got a B. June 3rd,What is this about?,Our new position is on the highest point of 7Anzac position - & Jacko reminds us of thisrather too often
"Dear Percy, I am sorry I have been so long replying to your letter, but I have had my hands rather full just lately, so hope you will not mind.  As I cannot get at my kit bag at present I shall only be able to write you a short letter because I have nearly run out of paper envelopes, so I shall have to make up for it next time.  Well my dear Percy I am glad to know yourself and all at home are in the best of health and please convey to your father and mother my appreciation of their good wishes sent to me.  I received your previous budget, but it arrived after I sent you the field postcard, my word it must take you a good time to write all those sheets of foolscap, but I delight in reading them, since being out here I find I cannot write an interesting letter.  I am afraid my letters must often bore you, I have read your letter carefully and noted all the news about the office and some of our friends who are doing their share overseas, but the chief item you mention is poor old Rippington, it is the first time I have heard about him, poor old chap",What is this about?,"Dear Percy, I am sorry I have been so long replying to your letter, but I have had my hands rather full just lately, so hope you will not mind"
"When war broke out in August 1914, Britains regular army numbered only 250,000.  A recruitment campaign was immediately launched to swell the ranks.  Irving Jones, from near Caerphilly in south Wales, clearly remembered the effect such propaganda had on him.  The only thing I can remember so well about it is Kitcheners picture, large pictures, put all around every hall, or outside each hall.  And it was pointing to, We want you! And he was always pointing at me",What is this about?,"When war broke out in August 1914, Britains regular army numbered only 250,000"
"Wednesday June 2, 1915Hampton & Anderson turned up.  Finedthem 2 days pay & 3 hours pack drill!Eller & Capt Robin have gone in onleave to fix up matters not completedyesterday.  There is no official confirmationof the loss of the Implacable, so I supposeit is not true.  All accounts of the Austdoings speak highly of their grandcourage and dash.  I wonder ifAustralia has had all the news yet?A refugee camp is on the wayin to Alexandria",What is this about?,"Wednesday June 2, 1915Hampton & Anderson turned up"
3rd Australian DivisionBase Depot. 14. 11. 1917. General Sir W,What is this about?,3rd Australian DivisionBase Depot
"Reveille was at 5 a. m (20th) & the 10th were BaggageGuard, & Fatigue party - so we got it pretty hot - goinghard at it till we entrained at 4 p. m.  Then we travelledto Cairo - saw a beautiful sunset, and as it was moonlighthad a fair view of the country, absolutely miserable - butthere were stations here & there guarded by Indian troops. At these stations some of our men bought native 'Cognac'thanks to this our fellows saw practically its effects - asone of our chaps went nearly mad & had to be put inHosp",What is this about?,Reveille was at 5 a
"First World War handkerchief,1916.  BT 52/3130 Many handkerchiefs were produced during the First World War with designs thatcommemorated or recorded aspects of war.  They were commercially produced for soldiers to carry with them, or to give to those back home as mementos.  It is likely that the authors of these letters would have done so.  Manufacturers and designers would send illustrations or examples of their work to the Board of Trade in order to obtain copyright protection, and The National Archives now holds these records",What is this about?,"First World War handkerchief,1916"
"Huge numbers of men who signed up to fight for their country in the summer of 1914 had never been in military service before.  They had to be trained.  For these new recruits, the schedule could be tough, as George Wray of the Royal Naval Division stationed at Crystal Palace witnessed.  We used to do jogging before breakfast.  And there was a commander who used to take us out, a company of us, and we used to go jogging right round the environs as it were of the palace itself",What is this about?,Huge numbers of men who signed up to fight for their country in the summer of 1914 had never been in military service before
